,team,season,wt_rating,wt_rating_elo,sos,line,over_odds,under_odds,source,source_date,hold,over_probability,under_probability,line_adj
697,PHI,2024,2.6275,1580.0712,0.4449,10.5,-144,121,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0427,0.566,0.434,10.6275
698,PIT,2024,-0.2724,1497.2171,1.1935,7.5,-184,148,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0511,0.6164,0.3836,7.7276
699,SEA,2024,-0.3144,1496.0184,0.5214,7.5,-164,137,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0432,0.5955,0.4045,7.6856
700,SF,2024,3.4546,1603.7043,0.5678,11.5,100,-122,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0495,0.4764,0.5236,11.4546
701,TB,2024,0.2536,1512.2444,0.3044,8.5,156,-188,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0434,0.3744,0.6256,8.2536
702,TEN,2024,-1.6358,1458.2616,0.7049,6.5,123,-147,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0436,0.4297,0.5703,6.3642
703,WAS,2024,-1.559,1460.4582,0.699,6.5,105,-123,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0394,0.4693,0.5307,6.441
704,ARI,2025,0.6087,1522.3912,0.4446,8.5,-140,115,draftkings,2025-09-01T06:32:07.429730+00:00,0.0484,0.5564,0.4436,8.6087
705,ATL,2025,-0.3913,1493.8198,0.2104,7.5,-140,115,draftkings,2025-09-01T06:32:07.429730+00:00,0.0484,0.5564,0.4436,7.6087
706,BAL,2025,3.5624,1606.7834,0.6769,11.5,-125,105,draftkings,2025-09-01T06:32:07.429730+00:00,0.0434,0.5325,0.4675,11.5624
707,BUF,2025,4.356,1629.4562,0.1278,12.5,125,-150,draftkings,2025-09-01T06:32:07.429730+00:00,0.0444,0.4255,0.5745,12.356
708,CAR,2025,-1.4177,1464.4931,0.3559,6.5,-130,110,draftkings,2025-09-01T06:32:07.429730+00:00,0.0414,0.5427,0.4573,6.5823
709,CHI,2025,-0.3913,1493.8198,0.7953,7.5,-140,115,draftkings,2025-09-01T06:32:07.429730+00:00,0.0484,0.5564,0.4436,7.6087
710,CIN,2025,1.4792,1547.2628,0.6465,9.5,-105,-115,draftkings,2025-09-01T06:32:07.429730+00:00,0.0471,0.4892,0.5108,9.4792
711,CLE,2025,-3.3733,1408.6192,1.0823,4.5,-145,120,draftkings,2025-09-01T06:32:07.429730+00:00,0.0464,0.5656,0.4344,4.6267
712,DAL,2025,-0.5418,1489.5211,0.6589,7.5,100,-120,draftkings,2025-09-01T06:32:07.429730+00:00,0.0455,0.4783,0.5217,7.4582
713,DEN,2025,1.6087,1550.9627,0.5508,9.5,-140,115,draftkings,2025-09-01T06:32:07.429730+00:00,0.0484,0.5564,0.4436,9.6087
714,DET,2025,1.5624,1549.6405,0.9943,9.5,-125,105,draftkings,2025-09-01T06:32:07.429730+00:00,0.0434,0.5325,0.4675,9.5624
715,GB,2025,2.4376,1574.6452,0.4986,10.5,105,-125,draftkings,2025-09-01T06:32:07.429730+00:00,0.0434,0.4675,0.5325,10.4376
716,HOU,2025,1.4177,1545.5069,0.8379,9.5,110,-130,draftkings,2025-09-01T06:32:07.429730+00:00,0.0414,0.4573,0.5427,9.4177
717,IND,2025,-0.5823,1488.364,0.5123,7.5,110,-130,draftkings,2025-09-01T06:32:07.429730+00:00,0.0414,0.4573,0.5427,7.4177
718,JAX,2025,-0.4376,1492.4977,0.6423,7.5,-125,105,draftkings,2025-09-01T06:32:07.429730+00:00,0.0434,0.5325,0.4675,7.5624
719,KC,2025,3.4177,1602.6498,0.761,11.5,110,-130,draftkings,2025-09-01T06:32:07.429730+00:00,0.0414,0.4573,0.5427,11.4177
720,LAC,2025,1.4792,1547.2628,0.5148,9.5,-105,-115,draftkings,2025-09-01T06:32:07.429730+00:00,0.0471,0.4892,0.5108,9.4792
721,LAR,2025,1.6267,1551.4764,0.4721,9.5,-145,120,draftkings,2025-09-01T06:32:07.429730+00:00,0.0464,0.5656,0.4344,9.6267
722,MIA,2025,-0.5208,1490.1199,0.4358,7.5,-105,-115,draftkings,2025-09-01T06:32:07.429730+00:00,0.0471,0.4892,0.5108,7.4792
723,MIN,2025,1.3913,1544.7516,0.718,9.5,115,-140,draftkings,2025-09-01T06:32:07.429730+00:00,0.0484,0.4436,0.5564,9.3913
724,NE,2025,0.5,1519.2857,-0.0498,8.5,-110,-110,draftkings,2025-09-01T06:32:07.429730+00:00,0.0476,0.5,0.5,8.5
725,NO,2025,-3.41,1407.5729,0.173,4.5,-135,110,draftkings,2025-09-01T06:32:07.429730+00:00,0.0507,0.5468,0.4532,4.59
726,NYG,2025,-2.3913,1436.6769,0.992,5.5,-140,115,draftkings,2025-09-01T06:32:07.429730+00:00,0.0484,0.5564,0.4436,5.6087
727,NYJ,2025,-1.6267,1458.5236,0.4619,6.5,120,-145,draftkings,2025-09-01T06:32:07.429730+00:00,0.0464,0.4344,0.5656,6.3733
728,OAK,2025,-1.3733,1465.7621,0.5749,6.5,-145,120,draftkings,2025-09-01T06:32:07.429730+00:00,0.0464,0.5656,0.4344,6.6267
729,PHI,2025,2.644,1580.5438,0.9571,10.5,-150,125,draftkings,2025-09-01T06:32:07.429730+00:00,0.0444,0.5745,0.4255,10.644
730,PIT,2025,0.5624,1521.0691,0.7677,8.5,-125,105,draftkings,2025-09-01T06:32:07.429730+00:00,0.0434,0.5325,0.4675,8.5624
731,SEA,2025,0.4582,1518.0926,0.4669,8.5,100,-120,draftkings,2025-09-01T06:32:07.429730+00:00,0.0455,0.4783,0.5217,8.4582
732,SF,2025,2.4376,1574.6452,-0.1659,10.5,105,-125,draftkings,2025-09-01T06:32:07.429730+00:00,0.0434,0.4675,0.5325,10.4376
733,TB,2025,1.5418,1549.0503,0.178,9.5,-120,100,draftkings,2025-09-01T06:32:07.429730+00:00,0.0455,0.5217,0.4783,9.5418
734,TEN,2025,-1.5823,1459.7926,0.2809,6.5,110,-130,draftkings,2025-09-01T06:32:07.429730+00:00,0.0414,0.4573,0.5427,6.4177
735,WAS,2025,1.5,1547.8571,0.5353,9.5,-110,-110,draftkings,2025-09-01T06:32:07.429730+00:00,0.0476,0.5,0.5,9.5
